,Column,year,id,artist and album name,release format,label,genre,subgenre,want,have
6,2,2015,30575161,Anka Gnoth - Silence You,CD,Not On Label,"Pop, Folk, World, & Country","Indie Pop, Alt-Pop",0,2
7,3,2015,31808600,Olivia And The Creepy Crawlies - Tongue Tied,CD,"Not On Label, EarResponsible Productions, Indie Pool","Pop, Folk, World, & Country","Alt-Pop, Indie Pop",0,0
8,3,2015,31808600,Olivia And The Creepy Crawlies - Tongue Tied,EP,"Not On Label, EarResponsible Productions, Indie Pool","Pop, Folk, World, & Country","Alt-Pop, Indie Pop",0,0
11,5,2015,31997861,Dani Marco - Tú Acababas De Venir De Un Viaje En El Tiempo,CD,Not On Label,Pop,"Alt-Pop, Indie Pop",0,0
12,5,2015,31997861,Dani Marco - Tú Acababas De Venir De Un Viaje En El Tiempo,Mini-Album,Not On Label,Pop,"Alt-Pop, Indie Pop",0,0
13,6,2015,35800618,Lana Del Rey - Unreleased,CD,"Not On Label (Lana Del Rey), Not On Label (Lana Del Rey), Not On Label (Lana Del Rey)",Pop,"Alt-Pop, Indie Pop",0,2
14,6,2015,35800618,Lana Del Rey - Unreleased,Album,"Not On Label (Lana Del Rey), Not On Label (Lana Del Rey), Not On Label (Lana Del Rey)",Pop,"Alt-Pop, Indie Pop",0,2
15,6,2015,35800618,Lana Del Rey - Unreleased,Numbered,"Not On Label (Lana Del Rey), Not On Label (Lana Del Rey), Not On Label (Lana Del Rey)",Pop,"Alt-Pop, Indie Pop",0,2
16,6,2015,35800618,Lana Del Rey - Unreleased,Unofficial Release,"Not On Label (Lana Del Rey), Not On Label (Lana Del Rey), Not On Label (Lana Del Rey)",Pop,"Alt-Pop, Indie Pop",0,2
20,9,2015,29316661,The Crash Narrative - Apocaloptimystic,CD,"Not On Label, Procopy","Electronic, Pop",Alt-Pop,0,1
21,10,2015,26900405,Colour Me Blind - Colour Me Blind,CD,"Not On Label (Colour Me Blind Self-released), Hype Studio, Wouter Cools, Hype Studio, Hype Studio, CC Zwanenberg, GMTM","Jazz, Pop",Alt-Pop,0,1
23,12,2015,35635006,Teneia Sanders - No Fakes,CD,Not On Label,Pop,Alt-Pop,0,0
24,12,2015,35635006,Teneia Sanders - No Fakes,CD-ROM,Not On Label,Pop,Alt-Pop,0,0
25,12,2015,35635006,Teneia Sanders - No Fakes,Album,Not On Label,Pop,Alt-Pop,0,0
42,20,2015,29940475,Jay Scott & The Find - Jay Scott & the Find Sampler,CD,Not On Label,Pop,Alt-Pop,0,0
43,20,2015,29940475,Jay Scott & The Find - Jay Scott & the Find Sampler,EP,Not On Label,Pop,Alt-Pop,0,0
44,21,2015,32585601,Los Reyna - Suave,CD,Not On Label,"Rock, Pop",Alt-Pop,0,1
45,21,2015,32585601,Los Reyna - Suave,Stereo,Not On Label,"Rock, Pop",Alt-Pop,0,1
46,22,2015,28861885,Walden (16) - Green Lights,CD,Not On Label (Walden (16) Self-released),"Electronic, Rock, Pop",Alt-Pop,0,1
47,22,2015,28861885,Walden (16) - Green Lights,EP,Not On Label (Walden (16) Self-released),"Electronic, Rock, Pop",Alt-Pop,0,1
50,24,2015,33624798,Marion Harper (2) - Cotton Candy,CD,Not On Label,Pop,Alt-Pop,0,1
51,24,2015,33624798,Marion Harper (2) - Cotton Candy,Album,Not On Label,Pop,Alt-Pop,0,1
52,25,2015,22031464,Family Fold - Lustre-glo,CD,Not On Label,Pop,Alt-Pop,0,3
53,25,2015,22031464,Family Fold - Lustre-glo,Album,Not On Label,Pop,Alt-Pop,0,3
118,48,2015,29774128,Coastland Commons - Volume 1: Emmaus,CD,Not On Label,"Pop, Folk, World, & Country","Alt-Pop, Gospel",0,1
119,48,2015,29774128,Coastland Commons - Volume 1: Emmaus,Album,Not On Label,"Pop, Folk, World, & Country","Alt-Pop, Gospel",0,1
120,49,2015,34405348,Monkey Shine - Tails of a Criminal Monkey,CD,Not On Label,"Pop, Folk, World, & Country","Country, Alt-Pop",1,1
121,49,2015,34405348,Monkey Shine - Tails of a Criminal Monkey,Album,Not On Label,"Pop, Folk, World, & Country","Country, Alt-Pop",1,1
122,50,2015,34348579,Jesse Will - Every Thread,CD,Not On Label,"Pop, Folk, World, & Country","Alt-Pop, Folk",0,0
123,50,2015,34348579,Jesse Will - Every Thread,EP,Not On Label,"Pop, Folk, World, & Country","Alt-Pop, Folk",0,0
124,50,2015,34348579,Jesse Will - Every Thread,Stereo,Not On Label,"Pop, Folk, World, & Country","Alt-Pop, Folk",0,0
146,57,2015,29306407,Jack Howard - A Passing Parade,CD,Not On Label,"Rock, Pop","Alternative Rock, Alt-Pop, Indie Rock",0,1
147,57,2015,29306407,Jack Howard - A Passing Parade,EP,Not On Label,"Rock, Pop","Alternative Rock, Alt-Pop, Indie Rock",0,1
188,77,2015,20704285,Vital Idles - Demos II,Cassette,Not On Label (Vital Idles Self-released),"Rock, Pop","Indie Rock, Indie Pop",4,3
193,80,2015,7653991,Vital Idles - Demos II,Cassette,Not On Label (Vital Idles Self-released),"Rock, Pop","Indie Rock, Indie Pop",22,17
196,82,2015,15801368,Sun Riah - Firefly Night Light,Cassette,Not On Label,"Rock, Pop",Indie Pop,5,1
197,82,2015,15801368,Sun Riah - Firefly Night Light,Album,Not On Label,"Rock, Pop",Indie Pop,5,1
200,84,2015,6611919,Jay Holy - Jay Holy and The Moog Synthesizer,Cassette,Not On Label,"Electronic, Pop",Indie Pop,1,2
201,84,2015,6611919,Jay Holy - Jay Holy and The Moog Synthesizer,EP,Not On Label,"Electronic, Pop",Indie Pop,1,2
210,89,2015,13420098,Honeychurch (2) - September Songs,Cassette,"Not On Label (Honeychurch (2) Self-released), Honeychurch, Honeychurch",Pop,Indie Pop,2,2
211,89,2015,13420098,Honeychurch (2) - September Songs,Single,"Not On Label (Honeychurch (2) Self-released), Honeychurch, Honeychurch",Pop,Indie Pop,2,2
228,98,2015,16226471,Strawberry Runners - Hatcher Creek,Cassette,Not On Label,"Rock, Pop, Folk, World, & Country",Indie Pop,2,6
229,98,2015,16226471,Strawberry Runners - Hatcher Creek,Single,Not On Label,"Rock, Pop, Folk, World, & Country",Indie Pop,2,6
234,101,2015,7121167,Pleasantry / Starry Eyed Cadet - Split EP,Cassette,Not On Label,Pop,Indie Pop,1,11
235,101,2015,7121167,Pleasantry / Starry Eyed Cadet - Split EP,EP,Not On Label,Pop,Indie Pop,1,11
255,117,2015,31976399,Sphere (40) - Raging Pop Regime,Cassette,"Not On Label (Sphere (40) Self-released), Nanaba Records","Rock, Pop","Indie Pop, Indie Rock",0,2
256,117,2015,31976399,Sphere (40) - Raging Pop Regime,EP,"Not On Label (Sphere (40) Self-released), Nanaba Records","Rock, Pop","Indie Pop, Indie Rock",0,2
267,123,2015,29484484,Fonda 500 - The Fonda 500 Christmasette Tape,Cassette,Not On Label,"Electronic, Rock, Pop","Indie Rock, Indie Pop, Holiday",0,2
268,124,2015,8019162,Miya Folick - Strange Darling,Cassette,Not On Label (Miya Folick Self-released),"Rock, Pop","Indie Pop, Indie Rock",46,4
269,124,2015,8019162,Miya Folick - Strange Darling,EP,Not On Label (Miya Folick Self-released),"Rock, Pop","Indie Pop, Indie Rock",46,4
283,130,2015,27268212,Ilia Nicoll - I In Team,Cassette,Not On Label (Ilia Nicoll Self-released),"Pop, Folk, World, & Country",Indie Pop,1,0
284,130,2015,27268212,Ilia Nicoll - I In Team,Album,Not On Label (Ilia Nicoll Self-released),"Pop, Folk, World, & Country",Indie Pop,1,0
285,130,2015,27268212,Ilia Nicoll - I In Team,Stereo,Not On Label (Ilia Nicoll Self-released),"Pop, Folk, World, & Country",Indie Pop,1,0
286,131,2015,15754439,Micah Visser - OK Night,Cassette,Not On Label,Pop,Indie Pop,3,2
287,131,2015,15754439,Micah Visser - OK Night,Album,Not On Label,Pop,Indie Pop,3,2
288,131,2015,15754439,Micah Visser - OK Night,Numbered,Not On Label,Pop,Indie Pop,3,2
312,141,2015,8425634,Dream Suicides - Soft Feelings,Cassette,Not On Label,"Rock, Pop","Indie Pop, Shoegaze",26,25
327,147,2015,7669333,BYBYE - BYBYE,Cassette,Not On Label (BYBYE Self-released),"Electronic, Pop",Indie Pop,0,1
328,147,2015,7669333,BYBYE - BYBYE,Limited Edition,Not On Label (BYBYE Self-released),"Electronic, Pop",Indie Pop,0,1
332,149,2015,15641775,Soft Fangs - Soft Fangs,Cassette,"Not On Label, Seagreen records","Rock, Pop",Indie Pop,3,4
333,149,2015,15641775,Soft Fangs - Soft Fangs,Limited Edition,"Not On Label, Seagreen records","Rock, Pop",Indie Pop,3,4
346,157,2015,11561241,Sex Hands - Odds & Sodds,Cassette,"Not On Label (Sex Hands Self-released), Bojanić Audio & Mastering","Rock, Pop","Indie Pop, Indie Rock",5,2
347,157,2015,11561241,Sex Hands - Odds & Sodds,Limited Edition,"Not On Label (Sex Hands Self-released), Bojanić Audio & Mastering","Rock, Pop","Indie Pop, Indie Rock",5,2
348,158,2015,12243422,Catholic Easter Colors - Not The Silence That Was There Before,Cassette,Not On Label,Pop,Indie Pop,2,2
349,158,2015,12243422,Catholic Easter Colors - Not The Silence That Was There Before,EP,Not On Label,Pop,Indie Pop,2,2
350,158,2015,12243422,Catholic Easter Colors - Not The Silence That Was There Before,Limited Edition,Not On Label,Pop,Indie Pop,2,2
369,165,2015,7710362,Banquettes And The Tennis Shoes - Banquettes And The Tennis Shoes,Cassette,"Not On Label, ""King Elephants Home""",Pop,Indie Pop,1,4
370,165,2015,7710362,Banquettes And The Tennis Shoes - Banquettes And The Tennis Shoes,Album,"Not On Label, ""King Elephants Home""",Pop,Indie Pop,1,4
371,165,2015,7710362,Banquettes And The Tennis Shoes - Banquettes And The Tennis Shoes,Limited Edition,"Not On Label, ""King Elephants Home""",Pop,Indie Pop,1,4
423,183,2015,14693045,"may.e + 丘 - See You Soon ""session For Us""",Cassette,Not On Label,"Pop, Folk, World, & Country",Indie Pop,11,6
424,183,2015,14693045,"may.e + 丘 - See You Soon ""session For Us""",Album,Not On Label,"Pop, Folk, World, & Country",Indie Pop,11,6
425,183,2015,14693045,"may.e + 丘 - See You Soon ""session For Us""",Limited Edition,Not On Label,"Pop, Folk, World, & Country",Indie Pop,11,6
456,196,2015,13070855,MFS* - Hero / Stranded In The Universe,Cassette,Not On Label,"Rock, Pop","Alternative Rock, Indie Pop, Indie Rock",0,0
465,201,2015,14490954,The Albert Square - Agnes,Cassette,Not On Label,"Rock, Pop","Punk, Indie Rock, Indie Pop",1,4
466,201,2015,14490954,The Albert Square - Agnes,Single,Not On Label,"Rock, Pop","Punk, Indie Rock, Indie Pop",1,4
605,248,2015,6896948,There Is Thunder In Our Hearts - Friction,Cassette,Not on label (There Is Thunder In Our Hearts Self-released),Pop,Indie Pop,1,2
606,248,2015,6896948,There Is Thunder In Our Hearts - Friction,Single Sided,Not on label (There Is Thunder In Our Hearts Self-released),Pop,Indie Pop,1,2
607,248,2015,6896948,There Is Thunder In Our Hearts - Friction,EP,Not on label (There Is Thunder In Our Hearts Self-released),Pop,Indie Pop,1,2
608,248,2015,6896948,There Is Thunder In Our Hearts - Friction,Limited Edition,Not on label (There Is Thunder In Our Hearts Self-released),Pop,Indie Pop,1,2
661,269,2015,12069811,Itaca (2) - Big In Itaca,Cassette,Not On Label (Itaca (2) Self-Released),Pop,"Europop, Indie Pop",2,5
662,269,2015,12069811,Itaca (2) - Big In Itaca,Album,Not On Label (Itaca (2) Self-Released),Pop,"Europop, Indie Pop",2,5
663,269,2015,12069811,Itaca (2) - Big In Itaca,Stereo,Not On Label (Itaca (2) Self-Released),Pop,"Europop, Indie Pop",2,5
669,272,2015,35305810,Rosie June - Post Listening,CD,Not On Label,"Electronic, Pop",Indie Pop,0,0
671,274,2015,15147916,Morning Bear - Take Flight,CD,Not On Label,Pop,Indie Pop,0,5
672,275,2015,19239466,You & Me (9) - Delightful Terror,CD,Not On Label,Pop,Indie Pop,0,0
674,277,2015,14164271,Siesta Inuit - La consulta de Freud,CD,Not On Label,Pop,Indie Pop,0,2
700,289,2015,17889994,Shoos Off - Kiss The Television,CD,Not On Label (Shoos Off Self-released),Pop,Indie Pop,2,1
702,291,2015,14855806,Ellie Makes Music - Are You Listening?,CD,Not On Label,Pop,Indie Pop,1,2
703,292,2015,15692559,Dossey - Diamond,CD,Not On Label,"Electronic, Pop",Indie Pop,1,2
708,297,2015,15913120,Propeller (19) - Fearsome Fables Of Sunday Afternoons,CD,Not On Label,Pop,Indie Pop,1,0
742,312,2015,31627705,Meteora (10) - Fénix,CD,Not On Label,Pop,Indie Pop,0,1
743,312,2015,31627705,Meteora (10) - Fénix,CD-ROM,Not On Label,Pop,Indie Pop,0,1
744,312,2015,31627705,Meteora (10) - Fénix,EP,Not On Label,Pop,Indie Pop,0,1
745,313,2015,25433203,Young Scum - Autumn August,Cassette,Not On Label,"Rock, Pop","Indie Pop, Jangle Pop, Indie Rock",4,1
746,313,2015,25433203,Young Scum - Autumn August,EP,Not On Label,"Rock, Pop","Indie Pop, Jangle Pop, Indie Rock",4,1
747,313,2015,25433203,Young Scum - Autumn August,Limited Edition,Not On Label,"Rock, Pop","Indie Pop, Jangle Pop, Indie Rock",4,1
748,313,2015,25433203,Young Scum - Autumn August,Stereo,Not On Label,"Rock, Pop","Indie Pop, Jangle Pop, Indie Rock",4,1
759,317,2015,12144934,Hoop (3) • Gar Pal • Leena Joshi - Dream Split,Cassette,Not On Label,"Rock, Non-Music, Pop","Indie Pop, Indie Rock, Poetry",5,3
760,317,2015,12144934,Hoop (3) • Gar Pal • Leena Joshi - Dream Split,Album,Not On Label,"Rock, Non-Music, Pop","Indie Pop, Indie Rock, Poetry",5,3
761,317,2015,12144934,Hoop (3) • Gar Pal • Leena Joshi - Dream Split,Limited Edition,Not On Label,"Rock, Non-Music, Pop","Indie Pop, Indie Rock, Poetry",5,3
762,319,2015,13924025,Adam Gingrich - Talking Pictures,CD,Not On Label,Pop,Indie Pop,0,1
763,319,2015,13924025,Adam Gingrich - Talking Pictures,CD-ROM,Not On Label,Pop,Indie Pop,0,1
764,319,2015,13924025,Adam Gingrich - Talking Pictures,Album,Not On Label,Pop,Indie Pop,0,1
765,319,2015,13924025,Adam Gingrich - Talking Pictures,Stereo,Not On Label,Pop,Indie Pop,0,1
784,331,2015,15465337,Alex Mayr - Gut Gegen Böse,CD,"Not On Label (Alex Mayr Self-released), Alex Mayr, Alex Mayr, Hofa-Media, www.HOFA.de",Pop,Indie Pop,1,5
785,331,2015,15465337,Alex Mayr - Gut Gegen Böse,EP,"Not On Label (Alex Mayr Self-released), Alex Mayr, Alex Mayr, Hofa-Media, www.HOFA.de",Pop,Indie Pop,1,5
800,339,2015,8262055,Jaron Natoli - Admire,CD,"Not On Label (Jaron Natoli Self-released), Implant Media",Pop,Indie Pop,0,1
801,339,2015,8262055,Jaron Natoli - Admire,Single,"Not On Label (Jaron Natoli Self-released), Implant Media",Pop,Indie Pop,0,1
851,365,2015,15838305,Nadeah - While The Heart Beats,CD,"Not On Label (Nadeah Self-released), Bag Lady Music, Bag Lady Music, Kwaidan, K7 Music GmbH, Pop-up Records DE, Bag Lady Music, BMG, Studio Black Box, Microbe Studios, www.wolfpack-united.com","Electronic, Rock, Pop",Indie Pop,1,5
852,365,2015,15838305,Nadeah - While The Heart Beats,Album,"Not On Label (Nadeah Self-released), Bag Lady Music, Bag Lady Music, Kwaidan, K7 Music GmbH, Pop-up Records DE, Bag Lady Music, BMG, Studio Black Box, Microbe Studios, www.wolfpack-united.com","Electronic, Rock, Pop",Indie Pop,1,5
853,366,2015,18452641,Ophelia Syndrome - North Sea,CD,Not On Label,"Pop, Folk, World, & Country",Indie Pop,0,4
854,366,2015,18452641,Ophelia Syndrome - North Sea,Album,Not On Label,"Pop, Folk, World, & Country",Indie Pop,0,4
867,373,2015,30858435,Larkins - Don’t Leave The Light On // EP,CD,Not On Label,Pop,Indie Pop,0,1
868,373,2015,30858435,Larkins - Don’t Leave The Light On // EP,EP,Not On Label,Pop,Indie Pop,0,1
879,379,2015,7958802,Kirsten Adamson - Kirsten Adamson,CD,"Not On Label (Kirsten Adamson Self-released), The Sonic Lodge, Birnam CD, Promese",Pop,Indie Pop,6,32
880,379,2015,7958802,Kirsten Adamson - Kirsten Adamson,Album,"Not On Label (Kirsten Adamson Self-released), The Sonic Lodge, Birnam CD, Promese",Pop,Indie Pop,6,32
893,386,2015,8286211,Handsome Poets - 2015,CD,Not On Label (Handsome Poets Self-released),Pop,Indie Pop,4,33
894,386,2015,8286211,Handsome Poets - 2015,Album,Not On Label (Handsome Poets Self-released),Pop,Indie Pop,4,33
911,395,2015,11064206,Flint Eastwood - Small Victories,CD,Not On Label,"Electronic, Pop",Indie Pop,4,9
912,395,2015,11064206,Flint Eastwood - Small Victories,EP,Not On Label,"Electronic, Pop",Indie Pop,4,9
915,397,2015,10581360,Haevn - Finding Out More,CD,Not On Label (Haevn Self-released),"Electronic, Pop",Indie Pop,16,8
916,397,2015,10581360,Haevn - Finding Out More,Single,Not On Label (Haevn Self-released),"Electronic, Pop",Indie Pop,16,8
931,405,2015,21626470,Clara Benin - Riverchild,CD,Not On Label,"Pop, Folk, World, & Country",Indie Pop,2,4
932,405,2015,21626470,Clara Benin - Riverchild,EP,Not On Label,"Pop, Folk, World, & Country",Indie Pop,2,4
943,411,2015,25471021,Kminek - Kminek 34,CD,Not On Label,"Rock, Pop",Indie Pop,0,1
944,411,2015,25471021,Kminek - Kminek 34,Album,Not On Label,"Rock, Pop",Indie Pop,0,1
985,434,2015,12140925,Kara Laudon - I Wasn't Made,CD,"Not On Label (Kara Laudon Self-released), The Library Recording Studio, Kara Laudon Music, John Mark Nelson Music",Pop,Indie Pop,2,2
986,434,2015,12140925,Kara Laudon - I Wasn't Made,Album,"Not On Label (Kara Laudon Self-released), The Library Recording Studio, Kara Laudon Music, John Mark Nelson Music",Pop,Indie Pop,2,2
993,438,2015,24356519,Jordan Indiana Gonzalez - Everything EP,CD,Not On Label (Jordan Indiana Gonzalez Self-released),Pop,Indie Pop,0,2
994,438,2015,24356519,Jordan Indiana Gonzalez - Everything EP,EP,Not On Label (Jordan Indiana Gonzalez Self-released),Pop,Indie Pop,0,2
1003,443,2015,14130587,Rusos Blancos - Crocanti,CD,Not On Label (Rusos Blancos Self-Released),"Electronic, Pop",Indie Pop,2,0
1004,443,2015,14130587,Rusos Blancos - Crocanti,EP,Not On Label (Rusos Blancos Self-Released),"Electronic, Pop",Indie Pop,2,0
1005,444,2015,29940760,Huckster - Broken Record,CD,Not On Label,Pop,Indie Pop,0,0
1006,444,2015,29940760,Huckster - Broken Record,Album,Not On Label,Pop,Indie Pop,0,0
1017,450,2015,7221281,Hey Anna - Run Koko,CD,Not On Label,"Pop, Folk, World, & Country",Indie Pop,0,4
1018,450,2015,7221281,Hey Anna - Run Koko,Album,Not On Label,"Pop, Folk, World, & Country",Indie Pop,0,4
1019,451,2015,10119530,"blueberry, very blue* - 5th Life",CD,Not On Label,"Electronic, Pop",Indie Pop,7,4
1020,451,2015,10119530,"blueberry, very blue* - 5th Life",Album,Not On Label,"Electronic, Pop",Indie Pop,7,4
1025,454,2015,7372897,The Cocksure Lads - Mad Lad Plan,CD,Not On Label (The Cocksure Lads Self-released),Pop,Indie Pop,1,3
1026,454,2015,7372897,The Cocksure Lads - Mad Lad Plan,Album,Not On Label (The Cocksure Lads Self-released),Pop,Indie Pop,1,3
1037,460,2015,25196278,Various - American Vintage 10 Ans,CD,Not On Label,"Electronic, Rock, Pop",Indie Pop,2,2
1038,460,2015,25196278,Various - American Vintage 10 Ans,Promo,Not On Label,"Electronic, Rock, Pop",Indie Pop,2,2
1039,461,2015,23969813,Good Luck Year - Tinder For The Fire,CD,Not On Label,"Rock, Pop",Indie Pop,1,1
1040,461,2015,23969813,Good Luck Year - Tinder For The Fire,EP,Not On Label,"Rock, Pop",Indie Pop,1,1
1043,463,2015,19843552,Laura Junson & The Jeth - Laura Junson & The Jeth,CD,Not On Label (Laura Junson & The Jeth Self-released),"Jazz, Pop",Indie Pop,1,2
1044,463,2015,19843552,Laura Junson & The Jeth - Laura Junson & The Jeth,Album,Not On Label (Laura Junson & The Jeth Self-released),"Jazz, Pop",Indie Pop,1,2
1071,478,2015,10806471,Steps To Synapse - Desires,CD,"Not On Label (Steps To Synapse Self-released), Korter 13",Pop,Indie Pop,0,8
1072,478,2015,10806471,Steps To Synapse - Desires,EP,"Not On Label (Steps To Synapse Self-released), Korter 13",Pop,Indie Pop,0,8
1075,480,2015,15642308,Here's To The Lion - Northern Blend,CD,"""Not On Label (Heres To The Lion Self-released)"", Confliktarts","Pop, Folk, World, & Country",Indie Pop,0,1
1076,480,2015,15642308,Here's To The Lion - Northern Blend,EP,"""Not On Label (Heres To The Lion Self-released)"", Confliktarts","Pop, Folk, World, & Country",Indie Pop,0,1
1077,481,2015,9324523,Silhouette Tales - Circle,CD,"Not On Label, Foolpark Recording, Chevalac Recordings, Soundfarm Studios, Silhouette Tales","Rock, Pop",Indie Pop,0,1
1078,481,2015,9324523,Silhouette Tales - Circle,EP,"Not On Label, Foolpark Recording, Chevalac Recordings, Soundfarm Studios, Silhouette Tales","Rock, Pop",Indie Pop,0,1
1105,507,2015,11139139,"Parks, Squares And Alleys - Against Illusions & Reality",CD,"Not On Label (Parks, Squares And Alleys Self-released)",Pop,Indie Pop,42,6
1106,507,2015,11139139,"Parks, Squares And Alleys - Against Illusions & Reality",Album,"Not On Label (Parks, Squares And Alleys Self-released)",Pop,Indie Pop,42,6
1145,528,2015,7688813,The High Dials - In The A.M. Wilds,CD,Not On Label,Pop,Indie Pop,9,24
1146,528,2015,7688813,The High Dials - In The A.M. Wilds,Album,Not On Label,Pop,Indie Pop,9,24
1183,579,2015,18752620,Lucy And The Caterpillar - Coming Back Home,CD,Not On Label,Pop,Indie Pop,0,1
1184,579,2015,18752620,Lucy And The Caterpillar - Coming Back Home,Single,Not On Label,Pop,Indie Pop,0,1
1209,593,2015,8602751,aaps - 9.10,CD,Not On Label,Pop,Indie Pop,2,4
1210,593,2015,8602751,aaps - 9.10,EP,Not On Label,Pop,Indie Pop,2,4
1221,599,2015,13674031,Nicole Bianchet - Milky Stroboscope,CD,Not On Label,Pop,Indie Pop,0,1
1222,599,2015,13674031,Nicole Bianchet - Milky Stroboscope,Album,Not On Label,Pop,Indie Pop,0,1
1225,601,2015,11043260,Various - Clip.News,CD,Not On Label,"Electronic, Pop",Indie Pop,1,0
1226,601,2015,11043260,Various - Clip.News,Compilation,Not On Label,"Electronic, Pop",Indie Pop,1,0
1227,602,2015,34120150,Addam (3) - Diversions,CD,Not On Label,Pop,Indie Pop,0,1
1228,602,2015,34120150,Addam (3) - Diversions,Album,Not On Label,Pop,Indie Pop,0,1
1235,607,2015,9143665,Pinguini Tattici Nucleari - Diamo Un Calcio All'Aldilà,CD,"Not On Label, Suonovivo Studio, Suonovivo Studio, Suonovivo Studio","Jazz, Rock, Pop, Folk, World, & Country",Indie Pop,29,30
1236,607,2015,9143665,Pinguini Tattici Nucleari - Diamo Un Calcio All'Aldilà,Album,"Not On Label, Suonovivo Studio, Suonovivo Studio, Suonovivo Studio","Jazz, Rock, Pop, Folk, World, & Country",Indie Pop,29,30
1243,611,2015,11233413,Fleurie - Arrows,CD,Not On Label,"Rock, Pop",Indie Pop,15,14
1244,611,2015,11233413,Fleurie - Arrows,EP,Not On Label,"Rock, Pop",Indie Pop,15,14
1273,645,2015,9867166,Okay Monday - EP#1,CD,"Not On Label, Squeezer, Deewam Studio, Climax Mastering Studio",Pop,Indie Pop,0,3
1274,645,2015,9867166,Okay Monday - EP#1,EP,"Not On Label, Squeezer, Deewam Studio, Climax Mastering Studio",Pop,Indie Pop,0,3
1277,647,2015,15750005,Autumn Still - When It Was,CD,"Not On Label, Mortfell Recording, Outta Town Sound",Pop,Indie Pop,2,1
1278,647,2015,15750005,Autumn Still - When It Was,Album,"Not On Label, Mortfell Recording, Outta Town Sound",Pop,Indie Pop,2,1
1279,648,2015,8857009,The Universal Thump - Walking The Cat: The Abbey Road EP,CD,Not On Label,Pop,Indie Pop,2,1
1280,648,2015,8857009,The Universal Thump - Walking The Cat: The Abbey Road EP,EP,Not On Label,Pop,Indie Pop,2,1
1285,651,2015,12920255,Nicole Bianchet - Burning Rainbows,CD,Not On Label,Pop,Indie Pop,0,2
1286,651,2015,12920255,Nicole Bianchet - Burning Rainbows,Album,Not On Label,Pop,Indie Pop,0,2
1287,652,2015,12755577,November Me - Don’t Believe The Tide,CD,Not On Label,Pop,Indie Pop,0,2
1288,652,2015,12755577,November Me - Don’t Believe The Tide,EP,Not On Label,Pop,Indie Pop,0,2
1289,653,2015,8796062,Nüman - Express,CD,"Camarón Brujo Musica, Not On Label (Nüman Self-released)",Pop,Indie Pop,0,1
1290,653,2015,8796062,Nüman - Express,Album,"Camarón Brujo Musica, Not On Label (Nüman Self-released)",Pop,Indie Pop,0,1
1311,665,2015,12816851,El Hipnotizador Romántico - Jungla,CD,"Not On Label, Matarex, Matarex, Laser Disc Argentina",Pop,Indie Pop,0,6
1312,665,2015,12816851,El Hipnotizador Romántico - Jungla,Album,"Not On Label, Matarex, Matarex, Laser Disc Argentina",Pop,Indie Pop,0,6
1319,669,2015,11213264,Melvern Taylor And His Fabulous Meltones* - The Old New Stuff,CD,Not On Label,"Rock, Pop",Indie Pop,2,2
1320,669,2015,11213264,Melvern Taylor And His Fabulous Meltones* - The Old New Stuff,Album,Not On Label,"Rock, Pop",Indie Pop,2,2
1321,670,2015,6495428,Pretty Mery K - Rowboat,CD,Not On Label,Pop,Indie Pop,0,3
1322,670,2015,6495428,Pretty Mery K - Rowboat,Album,Not On Label,Pop,Indie Pop,0,3
1401,716,2015,8697674,He Told Me To - While Elephants Sleep,CD,Not On Label,Pop,Indie Pop,0,5
1402,716,2015,8697674,He Told Me To - While Elephants Sleep,Album,Not On Label,Pop,Indie Pop,0,5
1405,718,2015,12486167,Lucas Rieger - Durch Jede Wand,CD,Not On Label (Lucas Rieger Self-released),Pop,Indie Pop,0,3
1406,718,2015,12486167,Lucas Rieger - Durch Jede Wand,EP,Not On Label (Lucas Rieger Self-released),Pop,Indie Pop,0,3
1411,721,2015,26630630,The Wild Romantics - She Could Tell,CD,Not On Label,Pop,Indie Pop,0,2
1412,721,2015,26630630,The Wild Romantics - She Could Tell,EP,Not On Label,Pop,Indie Pop,0,2
1465,777,2015,12790379,Elsa y Elmar - Rey,CD,"Stereo Global, Estudio Octaedro, Metropolis Mastering, Not On Label (Elsa y Elmar Self-released), Not On Label (Elsa y Elmar Self-released)","Latin, Pop",Indie Pop,10,8
1466,777,2015,12790379,Elsa y Elmar - Rey,Album,"Stereo Global, Estudio Octaedro, Metropolis Mastering, Not On Label (Elsa y Elmar Self-released), Not On Label (Elsa y Elmar Self-released)","Latin, Pop",Indie Pop,10,8
1467,778,2015,8529485,Olivver the Kid - The Boy Who Cried Wolf,CD,Not On Label,Pop,Indie Pop,13,6
1468,778,2015,8529485,Olivver the Kid - The Boy Who Cried Wolf,EP,Not On Label,Pop,Indie Pop,13,6
1471,780,2015,9704048,Himbrimi - Himbrimi,CD,Not On Label (Himbrimi Self-released),Pop,Indie Pop,2,4
1472,780,2015,9704048,Himbrimi - Himbrimi,Album,Not On Label (Himbrimi Self-released),Pop,Indie Pop,2,4
1485,787,2015,15529537,New Wave Society - Superiority,CD,"Not On Label, Deep Blue Studios, Nyköping, Fascination Street Studios","Rock, Pop",Indie Pop,0,1
1486,787,2015,15529537,New Wave Society - Superiority,Album,"Not On Label, Deep Blue Studios, Nyköping, Fascination Street Studios","Rock, Pop",Indie Pop,0,1
1497,793,2015,10564259,Vesperteen - Vesperteen,CD,Not On Label (Vesperteen Self-released),Pop,Indie Pop,0,24
